,,company name,From WCIDWMD,From WCIDWMD,,,,,,type POST or PRE,does the student continue the work they started during their degree? etc
2022,Global Payments Specialist,Lululemon,Other,E-Commerce,E-Commerce,,,https://careers.lululemon.com/en_US/careers,,POST,
2022,"Product Manager, Payments",Lululemon,Other,Technology,Technology,Software Development,,https://careers.lululemon.com/en_US/careers,,POST,
2022,Educator,Lululemon,,"Hospitality & Retail (Food, Service Industries)",Customer Experience and Service Management,,,https://careers.lululemon.com/en_US/careers,,PRE,
2022,Omni and Retail Technology Intern,Lululemon,,Technology,Technology,Information Technology (IT) / Telecommunications,Internships,https://careers.lululemon.com/en_US/careers,,PRE,
2022,Retail Commerce and Payments Specialist,Lululemon,,E-Commerce,E-Commerce,,,https://careers.lululemon.com/en_US/careers,,POST,
2022,Market Research Intern,Madras Consultancy Group,,Consulting & Advisory,Research,,,https://www.consultmcg.com/,,PRE,
2022,Garde Manger,Maple Leaf Tavern,,"Hospitality & Retail (Food, Service Industries)",Customer Experience and Service Management,,,https://www.mapleleaftavern.co/,,POST,
2022,Business Analyst,McKinsey & Company,,Consulting & Advisory,Consulting & Advisory,,,https://www.mckinsey.com/careers/home,,POST,
2022,Summer Business Analyst,McKinsey & Company,,Consulting & Advisory,Consulting & Advisory,Internships,,https://www.mckinsey.com/careers/home,,PRE,
2022,Senior Business Analyst,McKinsey & Company,Consulting,Consulting & Advisory,Consulting & Advisory,,,https://www.mckinsey.com/ca/careers,,POST,
2022,Women in the Workforce Research Fellow,McKinsey & Company,Consulting,Consulting & Advisory,Consulting & Advisory,,,https://www.mckinsey.com/ca/careers,,POST,
2022,Analyst,McKinsey & Company,Consulting,Consulting & Advisory,Consulting & Advisory,,,https://www.mckinsey.com/ca/careers,,POST,Started during degree
2022,Senior Analyst,McKinsey & Company,Consulting,Research,Research,,,https://www.mckinsey.com/ca/careers,,POST,
2022,Fiscal Policy Office Intern,Ministry of Finance Thailand,,Government,Policy,Internships,,https://xn--12cajkc6gxdbcvr9hvak.th/en/home,,PRE,
2022,Strategic Communications Intern,Ministry of Foreign Affairs,,Government,Marketing & Communications,Internships,,,,PRE,
2022,Administrative Manager,MODEL CARGO,,Transportation Services,Administration and Office Management,,,https://www.linkedin.com/company/model-cargo-moovers,,POST,
2022,Head of Logistics & Administration,Model United Nations,,Post-Secondary Institution,Operations and Supply Chain Management,Administration and Office Management,,https://www.munprep.org/mun-career-opportunities/,,PRE,
2022,Wealth Associate,National Bank Financial,Wealth Management,Finance & Banking,Wealth management (general banking),,,https://emplois.bnc.ca/en_CA/careers/home,,POST,
2022,Co-op Intern,National Research Council Canada,Government and NGO's/No-Profit Organizations (NPOs),Research,Research,Internships,,https://nrc.canada.ca/en/corporate/careers,Food Services,PRE,
2022,General Member,"National Residence Hall Honorary, Thunderbird Chapter",,Post-Secondary Institution,Post-Secondary Institution,,,https://www.nrhh.nacurh.org/,,PRE,
2022,Bookkeeper,Nhua 339 Service and Trading Company Limited,,Business & Enterprise,Accounting,,,NA,,PRE,
2022,Management Consultant Intern,Niviera Co.,Consulting,Consulting,,,,https://www.linkedin.com/company/niviera-co./,,PRE,
2022,Carbon Trading Research Assistant,Norman B. Keevil Institute of Mining Engineering,Academia,,,,,https://mining.ubc.ca/people/careers-opportunities,,PRE,
2022,Research Associate,NORML,Government and NGO's/No-Profit Organizations (NPOs),,,,,https://norml.org/norml-internships/,,PRE,
2022,Consultant,Oppos,,,,,,https://getoppos.com/,,POST,
2022,Summer Business Associate,Orbis Investments,Finance - Investment Banking,Finance - Private Equity,,,,https://www.orbis.com/Careers/careers/home,,PRE,
2022,Equity Research Intern,Orient Securities,,,,,,https://www.dfzq.com.cn/osoa/views/english/home/index.shtml,,PRE,
2022,Lifeguard/Receptionist,Overlake Gold & Country Club,Other,Other,,,,https://overlake.club/careers,Hospitality - Aquatic Safety/Administration,PRE,
2022,Consituency Assistant,Parliament of Canada,Government and NGO's/No-Profit Organizations (NPOs),,,,,http://jobs-emplois.parl.ca/,,PRE,
2022,Vice President Logistics,Party Well,,,,,,NA,,PRE,
2022,Barista,"Paul Bakery, Patisserie, Café & Restaurant Canada",,,,,,https://paulrestaurantcafeandbakery.menu-res.com/,,PRE,
2022,Financial Analyst,Pavilion Renewables,,,,,,https://www.pavilion-renewables.com/,,PRE,
2022,Research Assistant,Peter A. Allard School of Law,Health/Policy/Research,,,,,https://allard.ubc.ca/about-us/our-people/careers-allard-law,Economics,PRE,
2022,Vice President of Finance,Place Vanier Residence Association,,,,,,https://www.linkedin.com/company/pvra/?originalSubdomain=ca,,PRE,
2022,Floor Representative,Place Vanier Residence Association,,,,,,https://www.linkedin.com/company/pvra/?originalSubdomain=ca,,PRE,
2022,Financial Advisor and Accountant,Plantish Future,,,,,,https://plantishfuture.com/,,PRE,
2022,Co-Founder,Plufl,,,,,,https://weareplufl.com/,,POST,
2022,Co-Founder,Plufl,,,,,,https://weareplufl.com/,,POST,
2022,Financial Data Analyst,Pomerleau,,,,,,https://jobs.pomerleau.ca/en_US/Jobs,,POST,
2022,Business Officer,Prairies Economic Development Canada,,,,,,https://www.canada.ca/en/prairies-economic-development/corporate/careers.html,,PRE,
2022,Senior Account Executive,Procter & Gamble,Other,,,,,https://www.pgcareers.com/global/en,Consumer Goods,POST,
2022,Business Development Associate,PSO Space,,,,,,https://www.linkedin.com/company/psoacademy,,POST,
2022,Treasury Analyst,PT HM Sampoerna Tbk,,,,,,https://www.sampoerna.com/en/careers,,PRE,
2022,Assistant Accountant,PT. Karunia Besar,,,,,,https://career.karuniagroup.co.id/,,PRE,
2022,Research Intern,Purnartha PMS,,,,,,https://www.purnartha.com/,,PRE,
2022,Strategy Department,PwC,,,,,,https://www.pwc.com/ca/en/careers.html,,PRE,
2022,"Experienced Associate, Workforce of the Future",PwC,,,,,,https://www.pwc.com/ca/en/careers.html,,POST,
2022,"Senior Associate, Consulting",PwC,,,,,,https://www.pwc.com/ca/en/careers.html,,POST,
2022,"Associate, Management Consulting",PwC Canada,Consulting,Consulting,,,,https://jobs-ca.pwc.com/ca/en/home,,POST,
2022,"Analyst, Global Portfolio Management",QuadReal Property Group,,,,,,https://quadreal.com/careers/,,POST,
2022,"Associate, Global Portfolio Management",QuadReal Property Group,,,,,,https://quadreal.com/careers/,,POST,
2022,Administrative Assistant,Quantum Academy,,,,,,https://www.qlearning.ca/,,PRE,
2022,Business Associate,RBC,Wealth Management,Other,,,,https://jobs.rbc.com/ca/en,Operations,PRE,
2022,Innovation Analyst,RBC,Wealth Management,Other,,,,https://jobs.rbc.com/ca/en,Technology,PRE,
2022,"Intern, Data Governance",RBC Capital Markets,Finance - Investment Banking,Data Science,,,,https://www.rbccm.com/en/careers.page,,PRE,
2022,Global Markets Analyst,RBC Capital Markets,,,,,,https://www.rbccm.com/en/careers.page,,POST,
2022,Investment Banking Analyst,RBC Capital Markets,,,,,,https://www.rbccm.com/en/careers.page,,POST,
2022,Quantitative Portfolio Associate,RBC Investments,Wealth Management,Data Science,,,,https://jobs.rbc.com/ca/en,,POST,
2022,Accounting Technician,Refinery Leadership Partners,,,,,,https://refineryleadership.com/careers/,,POST,
2022,Innovation and Operations Intern,Rentek,,,,,,https://www.ren-tek.com/,,PRE,
2022,Property Accounting Intern,RioCan Real Estate Investment Trust,,,,,,https://jobs.lever.co/riocan,,POST,
2022,Baker's Assistant,Safeway,,,,,,https://www.safeway.ca/careers,,PRE,
2022,Head Tennis Coach,Saint Paul Urban Tennis,,,,,,https://www.stpaulurbantennis.org/get-involved,,PRE,
2022,Market Research Intern,Sanctuary AI,,,,,,https://www.sanctuary.ai/careers,,PRE,
2022,Save the K9s Project Head,Save the K9s,,,,,,NA,,PRE,
2022,Service Sector employee,Save-On-Foods,,,,,,https://www.saveonfoods.com/join-our-team,,PRE,
2022,Customer Representative,Scotiabank,,,,,,https://www.scotiabank.com/careers/en/careers.html,,PRE,
2022,Beta Tester,Scrintal,Other,,,,,https://careers.scrintal.com/,IT,PRE,
2022,Digital Marekting & Growth Strategist,Scrintal,Other,,,,,https://careers.scrintal.com/,IT,POST,
2022,Private Tutor,Self-Employed,,,,,,NA,,POST,Started during degree
2022,Game Developer,Self-Employed,Other,,,,,NA,,PRE,
2022,Wedding Planner,Self-employed,Other,,,,,NA,,PRE,
2022,Freelance SAT Math Tutor,Self-EMployed,,,,,,NA,,POST,
2022,Filmmaker and Photographer,Self-Employed,Other,Other,,,,NA,Freelance - Photography,PRE,
2022,Freight Agent,SGC shipping services LLC,,,,,,https://www.linkedin.com/company/sgc-shipping-services/posts/?feedView=all,,PRE,
2022,Marketing Project Manager,"Shanghai Jiaoyun International Logistics Co., Ltd.",,,,,,NA,,PRE,
2022,Equity Research Intern,"Shenwan Hongyuan Securities Co., Ltd.",,,,,,https://www.swhysc.com/securityweb-eng/,,POST,
2022,Front Store Supervisor,Shopper Drug Mart,,,,,,https://corporate.shoppersdrugmart.ca/en/careers-life-at-shoppers/,,POST,Started during degree
2022,Literacy Researcher,Simbi Foundation,Government and NGO's/No-Profit Organizations (NPOs),Health/Policy/Research,,,,https://simbifoundation.org/join-our-team/,,PRE,
2022,Research Advisor,Simbi Foundation,Government and NGO's/No-Profit Organizations (NPOs),Health/Policy/Research,,,,https://simbifoundation.org/join-our-team/,,PRE,
2022,Researcher,Simbi Foundation,,,,,,https://simbifoundation.org/our-work-in-bc/,,POST,
2022,Data Coordinator,Simon Fraser University,,,,,,https://www.sfu.ca/dashboard/careers.html,,POST,
2022,Consultant,Simon-Kucher,,,,,,https://www.simon-kucher.com/en/careers,,POST,
2022,Senior Consultant,Simon-Kucher,,,,,,https://www.simon-kucher.com/en/careers,,POST,
2022,NFL Draft Scout and Writer,Sports Illustrated,,,,,,https://www.jobsinsports.com/c/sports-illustrated/jobs,,POST,Started during degree
2022,Summer Programs Office Administrator,St. Albans School (D.C.),Academia,,,,,https://www.stalbansschool.org/about/employment,,PRE,
2022,Business Development Intern,St. Albans School (D.C.),Academia,,,,,https://www.stalbansschool.org/about/employment,,PRE,
2022,Junior Data Analyst,Statistics Canada,Government and NGO's/No-Profit Organizations (NPOs),Data Science,,,,https://www.statcan.gc.ca/en/job-opportunities,,PRE,
2022,Financial Research Intern,StreetWire,Other,,,,,https://streetwire.net/,Real Estate  ,PRE,
2022,Quantitative Analyst,StreetWise,,,,,,,,PRE,
2022,Server,Suika Japanese Restaurant,,,,,,https://suika-snackbar.com/,,PRE,
2022,Learning and Development Intern,Sun Life,,,,,,https://www.sunlife.ca/en/careers/,,PRE,
2022,Wealth Sales Coordinator,Sun Life Global Investments,,,,,,https://www.sunlifeglobalinvestments.com/en/about-us/careers/,,POST,
2022,Wealth Sales Representative,Sun Life Global Investments,,,,,,https://www.sunlifeglobalinvestments.com/en/about-us/careers/,,POST,
2022,Junior Consultant,Talented Business Solutions Inc,,,,,,https://www.talentedbusiness.ca/index.html,,PRE,
2022,Logistics Intern,TAP Fresh Foods PVT LTD,,,,,,NA,,PRE,
2022,Server,Tapestry,,,,,,,,PRE,
2022,Personal Banking Associate,TD,,,,,,https://careers.td.com/,,POST,
2022,Customer Service Representative,TD,,,,,,https://careers.td.com/,,POST,
2022,Summer Intern,Tech Resources Limited,,,,,,https://www.teck.com/careers/,,PRE,
2022,Head Of Logistics,TEDx,,,,,,https://www.ted.com/about,,PRE,
2022,Sponsorship coordinator,TEDxPune,,,,,,https://www.tedxpune.com/about-us.php,,PRE,
2022,Clinical Operations Associate,TELUS  ,,,,,,https://www.telus.com/en/about/careers,,POST,
2022,"Director of Marketing, Managing Editor","Texans Unfiltered Media, LLC",,,,,,NA; forfeited existence,,POST,Started during degree
2022,"Producer, Manager",The 33rd Team,,,,,,https://www.the33rdteam.com/careers/,,POST,Started during degree
2022,Senior Video Growth Manager,The Athletic,,,,,,https://www.nytimes.com/athletic/careers/,,POST,
2022,Co-Founder,The Charity Cup,Other,,,,,https://thecharitycup.net/,Sports,PRE,
2022,Special Events Coordinator,The Civic Theatre,Other,Other,,,,,Arts & Culture,PRE,
2022,Graduate Research Assistant,The London School of Economics and Political Science (LSE),,,,,,https://info.lse.ac.uk/LSE-jobs,,POST,
2022,Research Assistant,The London School of Economics and Political Science (LSE),Academia,,,,,https://info.lse.ac.uk/LSE-jobs,,PRE,
2022,Finance Intern,The Times of India,Other,,,,,https://timesofindia.indiatimes.com/us,Media Production,PRE,
2022,Research Consultant,The World Bank,Government and NGO's/No-Profit Organizations (NPOs),Consulting,,,,https://www.worldbank.org/en/about/careers,,POST,
2022,"Data Analytics Intern, DIME",The World Bank,Government and NGO's/No-Profit Organizations (NPOs),Data Science,,,,https://www.worldbank.org/en/about/careers,,PRE,
2022,Consultant,The World Bank,Government and NGO's/No-Profit Organizations (NPOs),Consulting,,,,https://www.worldbank.org/en/about/careers,,POST,
2022,Youth Counselor,The Y (YMCA),,,,,,https://www.ymca.ca/en/careers,,PRE,
2022,Business Development Associate,ThePlug Vancouver,,,,,,https://plugvancouver.ca/,,PRE,
2022,Global Monetization Strategy Expert,TikTok,,,,,,https://www.linkedin.com/company/tiktok/jobs/,,POST,
2022,Business Analyst Intern,toCode.ai,,,,,,https://tocode.ai/conversational-platform/,,PRE,
2022,Business Analyst Intern,toCode.ai,,,,,,https://tocode.ai/conversational-platform/,,PRE,
2022,"Associate, Government Advisory",Tony Blair Institute for Global Change,,,,,,https://institute.global/who-we-are/careers,,POST,
2022,Social Media Director,TORJA Inc.,,,,,,https://torja.ca/,,PRE,
2022,Editor,TORJA Inc.,,,,,,https://torja.ca/,,PRE,
2022,Visitor Experience Specialist,Tourism Vancouver,Government and NGO's/No-Profit Organizations (NPOs),Other,,,,,Tourism,PRE,
2022,Corporate Priorities Assistant,Trade & Invest British Columbia,Government and NGO's/No-Profit Organizations (NPOs),,,,,https://www.britishcolumbia.ca/,,PRE,
2022,Business Development Specialist,TUEX International Education,,,,,,https://www.tuex.ca/,,PRE,
2022,Business Development Intern,Türkiye Petrolleri A.O. ,Other,Other,,,,https://tp.gov.tr/?mod=medya,Oil and Gas Production - Business Development,PRE,
2022,Sales Marketing Analyst,TwinsMusic Enterprises,,,,,,https://www.twinsmusicny.com/,,PRE,
2022,Political/Economic Intern,U.S Department of State,Government and NGO's/No-Profit Organizations (NPOs),Health/Policy/Research,,,,https://careers.state.gov/,Economics,PRE,
2022,Intern- Bureau of Western Hemisphere Affairs,U.S. Department of State,,,,,,https://careers.state.gov/,,PRE,
2022,Teaching Assistant,UBC,Academia,Academia,,,,https://hr.ubc.ca/careers,,PRE,
2022,Learning Rover Co-op and Part-time,UBC,Academia,Other,,,,https://hr.ubc.ca/careers,Technology,PRE,
2022,Teaching Assistant,UBC,Academia,Academia,,,,https://hr.ubc.ca/careers,,PRE,
2022,BIE Academic Tutor,UBC,Academia,Academia,,,,https://hr.ubc.ca/careers,,PRE,
2022,UBC Student Ambassador,UBC,Academia,Academia,,,,https://hr.ubc.ca/careers,,POST,Started during degree
2022,Marketing Recruiting Assistant,UBC,Academia,Marketing,,,,https://hr.ubc.ca/careers,,PRE,
2022,Research Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Finance Coordinator,UBC,,,,,,https://hr.ubc.ca/careers,,POST,Started during degree
2022,Research Assistant,UBC,Academia,,,,,https://hr.ubc.ca/careers,,PRE,
2022,UBC Jumpstart Orientation Leader,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,eRecruitment Co-op Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Data Entry Clerk,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Research Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Recruiting Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,POST,Started during degree
2022,Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Orientation Leader for the Jumpstart program,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,"UBC Equity and Inclusion Office: Research Assistant, Inclusion Initiatives",UBC,Academia,Academia,,,,https://hr.ubc.ca/careers,,PRE,
2022,Research Assistant,UBC,Academia,Academia,,,,https://hr.ubc.ca/careers,,PRE,
2022,Arts Student Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Teaching Assistant,UBC,,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Research Assistant,UBC,Academia,Academia,,,,https://hr.ubc.ca/careers,Research,PRE,
2022,Quantitative Research Assistant,UBC  ,Academia,,,,,https://hr.ubc.ca/careers,,PRE,
2022,Survey and Data Analystics Team Leads,UBC  ,Academia,Data Science,,,,https://hr.ubc.ca/careers,,PRE,
2022,Data Analystics Team Leads,UBC  ,Academia,Data Science,,,,https://hr.ubc.ca/careers,,PRE,
2022,Residence Advisor,UBC Housing and Hospitality Services,,,,,,https://shcs.ubc.ca/careers/,,PRE,
2022,"Learning Rover, Organizational Change Management Team",UBC Integrated Renewal Program,Academia,Other,,,,https://it.ubc.ca/projects/integrated-renewal-program,Technology,PRE,
2022,"Team Lead, Learning Rovers",UBC Integrated Renewal Program,Academia,Other,,,,https://it.ubc.ca/projects/integrated-renewal-program,Technology,PRE,
2022,International Student Advising Assistant,UBC International Student Development,,,,,,https://facultystaff.students.ubc.ca/student-affairs/international-student-development,,PRE,
2022,English Program Assistant,UBC Learning Exchange,,,,,,https://learningexchange.ubc.ca/2020/03/11/were-hiring/,,PRE,
2022,Research Associate,UBC Office of Regional International Community Engagement (ORICE),Academia,,,,,https://orice.ubc.ca/opportunities/,,PRE,
2022,League Staff (TAHL),UBC Recreation,,,,,,https://recreation.ubc.ca/home/employment/,,PRE,
2022,Head of League Staff and Statistics (TAHL),UBC Recreation,,,,,,https://recreation.ubc.ca/home/employment/,,PRE,
2022,Research Assistant,UBC Sauder School of Business,Academia,Academia,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Teaching Assistant,UBC Sauder School of Business,Academia,Academia,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Special Projects Coordinator (Co-op),UBC Sauder School of Business,Academia,Academia,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Project Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Undergraduate Research Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Project Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Teaching Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Admissions and Office Assistant,UBC Sauder School of Business,,,,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,
2022,Residence Advisor,UBC Student Housing and Hospitality Services,,,,,,https://shcs.ubc.ca/careers/,,PRE,
2022,Head of Hockey Analytics,UBC Thunderbirds and Sports Clubs,,,,,,https://recreation.ubc.ca/sport-clubs/,,POST,
2022,Investment Banking - FX Sales,UBS,Consulting,Finance - Investment Banking,,,,https://www.ubs.com/global/en/careers.html,Banking Services,POST,
2022,Economic Policy Intern- Inclusive Growth,UNDP,,,,,,https://www.undp.org/careers,,PRE,
2022,Student Office Assistant,Unifiller Systems,,,,,,https://www.unifiller.com/career-opportunities,,PRE,
2022,"Junior Adviser, Permanent Mission of Canada to the United Nations in New York City",United Nations,Government and NGO's/No-Profit Organizations (NPOs),,,,,https://careers.un.org/,,PRE,
2022,Event Coordinator,Urban Rec Vancouver,Other,Other,,,,https://vancouver.urbanrec.ca/member/career-opportunities,Sports,PRE,
2022,NFL Writer,USA Today,,,,,,https://jobs.usatoday.com/browse-categories,,POST,
2022,Intern,Versify,,,,,,https://www.versity.com/about/careers/,,PRE,
2022,Assistant Manager,Village Pub,,,,,,,,PRE,
2022,Research Assistant,VSE,Academia,Academia,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2022,Undergraduate Research Assistant,VSE,Academia,Academia,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2022,Program Development Assistant,VSE,Academia,Academia,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2022,Research Assistant,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2022,Undergraduate Research Assistant,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2022,BIE peer academic advisor,VSE,Academia,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2022,Research Assistant,VSE,,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2022,Research Assistant,VSE,Academia,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2022,Research Assistant - Political Economy & International Development,VSE,Academia,,,,,https://economics.ubc.ca/about/job-opportunities/,,PRE,
2022,Program Development Assistant,VSECC,Academia,,,,,https://careercentre.economics.ubc.ca/,,PRE,
2022,Program Lead,VSECC,Academia,,,,,https://careercentre.economics.ubc.ca/,,PRE,
2022,Peer Coach and Program Development Assistant,VSECC,Academia,,,,,https://careercentre.economics.ubc.ca/,,PRE,
2022,Project Manager,VSECC,,,,,,https://careercentre.economics.ubc.ca/,,PRE,
2022,Volunteer Program Coordinator,VSECC,Academia,,,,,https://careercentre.economics.ubc.ca/,,PRE,
2022,Business Development and Events Management Assistant,VSECC,Academia,,,,,https://careercentre.economics.ubc.ca/,,PRE,
2022,Business Analysis,Watson Board Advisors,,,,,,https://www.watsoninc.ca/meet-watson/careers/,,POST,
2022,"Int. Analysis, Network Planning",Wesjet,,,,,,https://www.westjet.com/en-ca/careers,,POST,
2022,Summer Camp Counselor,WinSport,Other,,,,,https://www.winsport.ca/about-us/join-our-team/,,PRE,
2022,Marketing Representative,Wize,,Marketing,,,,,,PRE,
2022,WIA Mentorship Program Mentee,Women in Animation,,,,,,https://wearewia.org/,,PRE,
2022,Investment Management Co-op,WorkSafe BC,,,,,,https://www.worksafebc.com/en/about-us/careers,,PRE,
2022,Research & Insights Assistant,WorkSafe BC,Government and NGO's/No-Profit Organizations (NPOs),Health/Policy/Research,,,,https://www.worksafebc.com/en/about-us/careers,,PRE,
2022,Account Coordinator,XMC - the Official Sponsorship and Experiential Marketing Agency,,,,,,https://www.xmc.ca/careers,,POST,
2022,Teaching Assistant,YMCA Japan,,,,,,https://www.ymcajapan.org/,,PRE,
2022,Rules Planner (External Support),Yoka Games,,,,,,http://www.yokagames.com/,,POST,
2022,Executive Board Member,Youth Hunger Mission Foundation,,,,,,NA,,PRE,
2022,Content Creator,YouTube (self-employed),,,,,,https://www.youtube.com/@TexansThoughts/videos,,POST,Started during degree
2022,Marketing Consultant,Zunzi,,,,,,,,POST,
2021,Sergeant (E-5),"8th Army, U.S. Army",,,,,,https://www.goarmy.com/careers-and-jobs/browse-jobs,,PRE,
2021,Project Portfolio Management Summer Analyst,Abacus Medicine A/S,,,,,,https://abacusmedicinegroup.com/career/,,POST,
2021,Marketing Assistant,Adcote School for Girls,,,,,,https://www.adcoteschool.co.uk/job-vacancies/,,PRE,
2021,Research Intern,AFRIpads,,,,,,https://www.afripads.com/join-the-team/,,PRE,
2021,Bilingual Customer Sales and Service Agent,Air Canada,,,,,,https://careers.aircanada.com/,,PRE,
2021,Growth Marketing Intern ,"Allocadia, an Uptempo company ",,,,,,https://www.uptempo.io/about-uptempo/,,POST,
2021,Software Engineer,AlphaSense,,,,,,https://www.alpha-sense.com/careers/,,POST,
2021,Consulting Analyst,Altman Solon,,,,,,https://www.altmansolon.com/careers/job-opportunities,,POST,
2021,Consultant,Altman Solon,,,,,,https://www.altmansolon.com/careers/job-opportunities,,POST,
2021,Research and Quality Improvement Program Assistant,Alzheimer Society of B.C.,,,,,,https://alzheimer.ca/bc/en/about-us/our-people/career-opportunities,,PRE,
2021,Product Manager,Amazon,,,,,,https://hiring.amazon.ca/,,POST,
2021,Intern,Andrew Wilkinson Leadership Campaign,,,,,,NA,,PRE,
2021,Assistant Vice President,Aon,,,,,,https://jobs.aon.com/,,POST,
2021,Data & Analytics Business Analyst,Aon,,,,,,https://jobs.aon.com/,,POST,
2021,"Risk Associate - Broker, Financial Services Group",Aon,,,,,,https://jobs.aon.com/,,POST,
2021,"Risk Associate - Associate Account Executive, Construction Services Group & Surety",Aon,,,,,,https://jobs.aon.com/,,POST,
2021,"Associate, Investment Consulting",Aon,,,,,,https://jobs.aon.com/,,POST,
2021,Risk Associate - General Practice Broking,Aon,,,,,,https://jobs.aon.com/,,POST,
2021,Mining Account Management,Aon,,,,,,https://jobs.aon.com/,,POST,
2021,Risk Associate - Data and Analytics,Aon,,,,,,https://jobs.aon.com/,,POST,
2021,Barista,Aphrodite's Organic Cafe,,,,,,https://www.organiccafe.ca/,,PRE,
2021,Co-Founder,Aplite Limited,,,,,,https://aplitegroup.com/job-openings,,POST,
2021,Senior Project Analyst,Aritzia,,,,,,https://www.aritzia.com/en/aritzia/corporate-hub/careers/careers-landing-page,,POST,
2021,Student Policy Analyst,Associate Vice Presidient Administration,,,,,,NA,,PRE,
2021,Social Media Marketing Intern,Association of Family Offices in Asia,,,,,,https://www.familyoffices-asia.com/,,PRE,
2021,Data Analyst,Atlas Partners,,,,,,,,POST,
2021,UBC Team Representative and Researcher - Sixth Annual Governor's Challenge,Bank of Canada,,,,,,https://www.bankofcanada.ca/careers/,,PRE,
2021,"Project Assistant, Data Group",BC Childrens Hospital Research Institute,,,,,,https://bcchr.ca/career,,PRE,
2021,"Junior Analyst Co-op, Risk, Surveillance and Analytics",BC Financial Services Authority (BCFSA),,,,,,https://www.bcfsa.ca/about-us/careers,,PRE,
2021,Consultant on Membership Models Analysis Project,BC Food & Beverage,,,,,,https://bcfb.ca/,,POST,
2021,"Summer Student, International Relations and Partnerships",BDC,,,,,,https://www.bdc.ca/en/careers/,,POST,
2021,Accounting Associate,Bench Accounting,,,,,,https://www.bench.co/careers,,PRE,
2021,Lead Portfolio Associate,Bench Accounting,,,,,,https://www.bench.co/careers,,POST,
2021,Accounting Associate,Bench Accounting,,,,,,https://www.bench.co/careers,,POST,
2021,Summer Law Student,"Blake, Cassels & Graydon LLP",,,,,,https://www.joinblakes.com/careers/,,POST,
2021,Due Diligence Officer,BNP Paribas,,,,,,https://group.bnpparibas/en/careers,,POST,
2021,Project Coordinator Intern,Boeing,,,,,,https://jobs.boeing.com/search-jobs,,PRE,
2021,Data Engineer,Boston Consulting Group,,,,,,https://careers.bcg.com/global/en/c/consulting-jobs,,POST,
2021,AI Engineer,Boston Consulting Group,,,,,,https://careers.bcg.com/global/en/c/consulting-jobs,,POST,
2021,Structured Financial Analyst ,Braskem Idesa ,,,,,,https://www.braskem.com/careers,,POST,
2021,Customer Experience Specialist,Brex,,,,,,https://www.brex.com/careers,,POST,
2021,Sales Team Lead,Building Common Good,,,,,,https://buildingcommongood.com/careers/,,POST,
2021,Junior Marketing and Data Analyst,Building Common Good,,,,,,https://buildingcommongood.com/careers/,,POST,
2021,Sales Team Lead,Building Common Good,,,,,,https://buildingcommongood.com/careers/,,POST,
2021,Bakery Utility Clerk,Calgary Co-op,,,,,,https://www.calgarycoop.com/careers/,,PRE,
2021,Law Co-op Student,Camp Fiorante Matthews Mogerman LLP,,,,,,https://www.cfmlawyers.ca/,,POST,
2021,Camp Counsellor,Camp Tanamakoon,,,,,,https://tanamakoon.com/staff/,,PRE,
2021,Associate Vice President Administration,Canadian Intellectual Property Office,,,,,,https://ised-isde.canada.ca/site/canadian-intellectual-property-office/en,,PRE,
